,MANUAL ID,TRUE POSITIVE,FALSE NEGATIVE,FALSE POSITIVE,PRECISION,RECALL,F1,COUNT
868,Thripophaga fusciceps,46.6653288,2.186893424,0.7009750567,0.9852,0.9552,0.97,18
869,Tigrisoma fasciatum,34.32655329,1.809863946,3.100249433,0.9172,0.9499,0.9333,31
870,Tigrisoma lineatum,6.881655329,4.884331066,0.9788208617,0.8755,0.5849,0.7013,7
871,Tinamus guttatus,25.36650794,2.07015873,2.398321995,0.9136,0.9245,0.9191,30
872,Tinamus major,54.87596372,46.15170068,4.217210884,0.9286,0.5432,0.6854,76
873,Tinamus osgoodi,6.335623583,0.01419501134,0.05972789116,0.9907,0.9978,0.9942,3
874,Tinamus tao,102.872381,13.88585034,28.64770975,0.7822,0.8811,0.8287,137
875,Tityra cayana,12.35240363,8.667142857,3.438321995,0.7823,0.5877,0.6711,41
876,Tityra inquisitor,20.47764172,24.06848073,4.010702948,0.8362,0.4597,0.5933,41
877,Tityra semifasciata,16.06126984,28.69108844,3.427120181,0.8241,0.3589,0.5,43
878,Todirostrum chrysocrotaphum,118.4465079,19.13782313,5.272176871,0.9574,0.8609,0.9066,120
879,Todirostrum cinereum,33.04657596,4.27814059,14.63777778,0.693,0.8854,0.7775,66
880,Todirostrum maculatum,22.64514739,2.296530612,2.238526077,0.91,0.9079,0.909,46
881,Tolmomyias assimilis,23.8937415,4.784217687,6.141882086,0.7955,0.8332,0.8139,42
882,Tolmomyias flaviventris,31.47777778,1.901201814,3.529274376,0.8992,0.943,0.9206,32
883,Tolmomyias poliocephalus,41.02111111,16.70321995,17.74643991,0.698,0.7106,0.7043,121
884,Tolmomyias sulphurescens,32.78557823,12.72861678,3.121564626,0.9131,0.7203,0.8053,61
885,Touit huetii,52.48120181,5.783514739,3.569319728,0.9363,0.9007,0.9182,43
886,Trichothraupis melanops,11.60011338,7.36893424,107.284059,0.0976,0.6115,0.1683,186
887,Tringa flavipes,30.59410431,2.508820862,11.01027211,0.7354,0.9242,0.819,77
888,Tringa melanoleuca,18.33292517,1.304852608,13.19952381,0.5814,0.9336,0.7165,33
889,Tringa solitaria,19.34743764,3.632653061,12.61401361,0.6053,0.8419,0.7043,45
890,Troglodytes aedon,24.53265306,1.278662132,2.01707483,0.924,0.9505,0.9371,21
891,Troglodytes solstitialis,42.19047619,2.87952381,27.13036281,0.6086,0.9361,0.7377,67
892,Trogon collaris,25.54439909,5.276281179,2.571950113,0.9085,0.8288,0.8668,47
893,Trogon curucui,79.30151927,3.511746032,2.813968254,0.9657,0.9576,0.9616,31
894,Trogon melanurus,26.75251701,0.1874829932,0.759138322,0.9724,0.993,0.9826,9
895,Trogon personatus,22.45761905,3.002471655,4.798231293,0.824,0.8821,0.852,46
896,Trogon ramonianus,46.83,19.89911565,19.68344671,0.7041,0.7018,0.7029,147
897,Trogon rufus,18.48206349,15.6076644,1.029591837,0.9472,0.5422,0.6896,23
898,Trogon viridis,25.04863946,9.224535147,5.391632653,0.8229,0.7309,0.7741,33
899,Turdus albicollis,51.84179138,14.20839002,37.83151927,0.5781,0.7849,0.6658,123
900,Turdus amaurochalinus,43.01206349,1.94031746,3.922857143,0.9164,0.9568,0.9362,53
901,Turdus hauxwelli,6.252471655,3.054126984,2.444920635,0.7189,0.6718,0.6946,16
902,Turdus ignobilis,42.14081633,11.70931973,31.80086168,0.5699,0.7826,0.6595,139
903,Turdus lawrencii,162.7501587,21.57662132,49.13367347,0.7681,0.8829,0.8215,211
904,Turdus leucomelas,52.92235828,3.296643991,6.434512472,0.8916,0.9414,0.9158,84
905,Turdus leucops,34.68095238,12.69848073,5.971791383,0.8531,0.732,0.7879,69
906,Turdus nigriceps,7.249251701,1.100975057,1.401927438,0.8379,0.8682,0.8528,15
907,Turdus sanchezorum,1.815986395,0.03362811791,0.3002947846,0.8581,0.9818,0.9158,9
908,Tyranneutes stolzmanni,5.500793651,0.4095011338,6.569002268,0.4557,0.9307,0.6119,42
909,Tyrannopsis sulphurea,21.07430839,1.115510204,17.43725624,0.5472,0.9497,0.6944,55
910,Tyrannulus elatus,7.412471655,0.8044897959,3.196235828,0.6987,0.9021,0.7875,26
911,Tyrannus albogularis,8.71829932,0.9575736961,9.162426304,0.4876,0.901,0.6328,24
912,Tyrannus melancholicus,17.28886621,0.783968254,3.803310658,0.8197,0.9566,0.8829,17
913,Tyrannus savana,23.16267574,4.983061224,0.8839455782,0.9632,0.823,0.8876,35
914,Tyrannus tyrannus,140.725873,11.08188209,28.66285714,0.8308,0.927,0.8763,147
915,Tyto alba,17.04108844,0.1856235828,1.726417234,0.908,0.9892,0.9469,13
916,Uropsalis lyra,92.85478458,6.585192744,36.8800907,0.7157,0.9338,0.8103,107
917,Vanellus chilensis,16.10201814,0.4388208617,7.326530612,0.6873,0.9735,0.8057,46
918,Veniliornis affinis,21.52174603,0.9826984127,3.75739229,0.8514,0.9563,0.9008,19
919,Veniliornis passerinus,23.0337415,2.236938776,3.291836735,0.875,0.9115,0.8928,52
920,Vireo flavoviridis,62.71260771,14.30294785,28.80705215,0.6852,0.8143,0.7442,192
921,Vireo leucophrys,31.61707483,0.4312244898,2.046258503,0.9392,0.9865,0.9623,22
922,Vireo olivaceus,122.2162132,23.68868481,44.12643991,0.7347,0.8376,0.7828,221
923,Vireolanius leucotis,55.81823129,3.477437642,8.09585034,0.8733,0.9414,0.9061,91
924,Volatinia jacarina,3.666099773,0.1039002268,0.4269387755,0.8957,0.9724,0.9325,8
925,Willisornis poecilinotus,50.19823129,3.8730839,5.34324263,0.9038,0.9284,0.9159,43
926,Xenopipo atronitens,6.491247166,1.024739229,3.390362812,0.6569,0.8637,0.7462,7
927,Xenops minutus,14.1747619,5.10521542,5.243854875,0.73,0.7352,0.7326,35
928,Xenops rutilans,70.68941043,1.043741497,2.638866213,0.964,0.9854,0.9746,31
929,Xenops tenuirostris,2.910566893,0.373446712,11.78709751,0.198,0.8863,0.3237,24
930,Xenopsaris albinucha,4.903650794,0.2507709751,0.4219274376,0.9208,0.9513,0.9358,8
931,Xiphocolaptes promeropirhynchus,52.61006803,24.32092971,3.335668934,0.9404,0.6839,0.7919,63
932,Xiphorhynchus elegans,24.98333333,4.219863946,8.920249433,0.7369,0.8555,0.7918,138
933,Xiphorhynchus guttatus,41.17893424,7.131201814,24.01891156,0.6316,0.8524,0.7256,38
934,Xiphorhynchus obsoletus,36.86603175,2.873786848,24.94995465,0.5964,0.9277,0.726,56
935,Xiphorhynchus ocellatus,3.344693878,0.4454195011,2.371020408,0.5852,0.8825,0.7037,7
936,Xiphorhynchus triangularis,15.31684807,0.8973469388,3.287845805,0.8233,0.9447,0.8798,31
937,Xolmis cinereus,10.74823129,1.721882086,1.39138322,0.8854,0.8619,0.8735,25
938,Zebrilus undulatus,16.42043084,2.479297052,14.14748299,0.5372,0.8688,0.6639,66
939,Zenaida auriculata,31.69310658,11.91773243,4.841746032,0.8675,0.7267,0.7909,76
940,Zentrygon frenata,13.00696145,13.97276644,3.061836735,0.8095,0.4821,0.6043,45
941,Zimmerius bolivianus,22.18879819,0.7319954649,16.63387755,0.5715,0.9681,0.7187,25
942,Zimmerius cinereicapilla,24.39229025,0.772244898,10.08102041,0.7076,0.9693,0.818,48
943,Zimmerius gracilipes,13.2023356,0.9350566893,2.147664399,0.8601,0.9339,0.8955,28
944,Zonotrichia capensis,33.51979592,13.99276644,2.829070295,0.9222,0.7055,0.7994,31
