,FOLDER,IN FILE,MANUAL ID,OFFSET,DURATION,CLIP LENGTH,CHANNEL,SAMPLE RATE
3065,WWF3_samples_split,5D188CD0.WAV,bird,54.0,3.0,60.0,0,44100
2859,WWF3_samples_split,5D188CD0.WAV,bird,9.0,3.0,60.0,0,44100
2956,WWF3_samples_split,5D188CD0.WAV,bird,12.0,3.0,60.0,0,44100
3102,WWF3_samples_split,5D188CD0.WAV,bird,27.0,3.0,60.0,0,44100
3020,WWF3_samples_split,5D19D4F0.WAV,bird,0.0,3.0,60.0,0,44100
2746,WWF3_samples_split,5D19D4F0.WAV,bird,3.0,3.0,60.0,0,44100
3059,WWF3_samples_split,5D19D4F0.WAV,bird,30.0,3.0,60.0,0,44100
2889,WWF3_samples_split,5D19D4F0.WAV,bird,33.0,3.0,60.0,0,44100
3035,WWF3_samples_split,5D19D4F0.WAV,bird,36.0,3.0,60.0,0,44100
2704,WWF3_samples_split,5D19D4F0.WAV,bird,39.0,3.0,60.0,0,44100
2861,WWF3_samples_split,5D19D4F0.WAV,bird,48.0,3.0,60.0,0,44100
2768,WWF3_samples_split,5D19D4F0.WAV,bird,51.0,3.0,60.0,0,44100
2719,WWF3_samples_split,5D19D4F0.WAV,bird,6.0,3.0,60.0,0,44100
2783,WWF3_samples_split,5D19D4F0.WAV,bird,9.0,3.0,60.0,0,44100
2784,WWF3_samples_split,5D19D4F0.WAV,bird,12.0,3.0,60.0,0,44100
2766,WWF3_samples_split,5D19D4F0.WAV,bird,21.0,3.0,60.0,0,44100
2990,WWF3_samples_split,5D19D4F0.WAV,bird,24.0,3.0,60.0,0,44100
2853,WWF3_samples_split,5D19D4F0.WAV,bird,27.0,3.0,60.0,0,44100
2863,WWF3_samples_split,5D1A1FF0.WAV,bird,36.0,3.0,60.0,0,44100
2891,WWF3_samples_split,5D1A1FF0.WAV,bird,39.0,3.0,60.0,0,44100
2762,WWF3_samples_split,5D1A1FF0.WAV,bird,48.0,3.0,60.0,0,44100
3043,WWF3_samples_split,5D1C9410.WAV,bird,0.0,3.0,60.0,0,44100
3146,WWF3_samples_split,5D1C9410.WAV,bird,3.0,3.0,60.0,0,44100
3006,WWF3_samples_split,5D1C9410.WAV,bird,30.0,3.0,60.0,0,44100
3107,WWF3_samples_split,5D1C9410.WAV,bird,39.0,3.0,60.0,0,44100
2971,WWF3_samples_split,5D1C9410.WAV,bird,48.0,3.0,60.0,0,44100
3058,WWF3_samples_split,5D1C9410.WAV,bird,6.0,3.0,60.0,0,44100
3119,WWF3_samples_split,5D1C9410.WAV,bird,9.0,3.0,60.0,0,44100
2979,WWF3_samples_split,5D1C9410.WAV,bird,15.0,3.0,60.0,0,44100
2780,WWF3_samples_split,5D1C9410.WAV,bird,18.0,3.0,60.0,0,44100
3129,WWF3_samples_split,5D1C9410.WAV,bird,24.0,3.0,60.0,0,44100
2737,WWF3_samples_split,5D1C9410.WAV,bird,27.0,3.0,60.0,0,44100
3073,WWF3_samples_split,5D1D6E08.WAV,bird,0.0,3.0,60.0,0,44100
2754,WWF3_samples_split,5D1D6E08.WAV,bird,3.0,3.0,60.0,0,44100
2723,WWF3_samples_split,5D1D6E08.WAV,bird,30.0,3.0,60.0,0,44100
2846,WWF3_samples_split,5D1D6E08.WAV,bird,33.0,3.0,60.0,0,44100
2714,WWF3_samples_split,5D1D6E08.WAV,bird,36.0,3.0,60.0,0,44100
2751,WWF3_samples_split,5D1D6E08.WAV,bird,39.0,3.0,60.0,0,44100
3139,WWF3_samples_split,5D1D6E08.WAV,bird,42.0,3.0,60.0,0,44100
2881,WWF3_samples_split,5D1D6E08.WAV,bird,45.0,3.0,60.0,0,44100
2720,WWF3_samples_split,5D1D6E08.WAV,bird,48.0,3.0,60.0,0,44100
2947,WWF3_samples_split,5D1D6E08.WAV,bird,54.0,3.0,60.0,0,44100
2898,WWF3_samples_split,5D1D6E08.WAV,bird,57.0,3.0,60.0,0,44100
2756,WWF3_samples_split,5D1D6E08.WAV,bird,6.0,3.0,60.0,0,44100
2724,WWF3_samples_split,5D1D6E08.WAV,bird,9.0,3.0,60.0,0,44100
3124,WWF3_samples_split,5D1D6E08.WAV,bird,12.0,3.0,60.0,0,44100
2712,WWF3_samples_split,5D1D6E08.WAV,bird,15.0,3.0,60.0,0,44100
2702,WWF3_samples_split,5D1D6E08.WAV,bird,18.0,3.0,60.0,0,44100
2786,WWF3_samples_split,5D1D6E08.WAV,bird,21.0,3.0,60.0,0,44100
3106,WWF3_samples_split,5D1D6E08.WAV,bird,24.0,3.0,60.0,0,44100
2929,WWF3_samples_split,5D1D6E08.WAV,bird,27.0,3.0,60.0,0,44100
2944,WWF3_samples_split,5D205C08.WAV,bird,18.0,3.0,60.0,0,44100
2728,WWF3_samples_split,5D231FD8.WAV,bird,0.0,3.0,60.0,0,44100
2811,WWF3_samples_split,5D231FD8.WAV,bird,3.0,3.0,60.0,0,44100
2777,WWF3_samples_split,5D231FD8.WAV,bird,30.0,3.0,60.0,0,44100
2946,WWF3_samples_split,5D231FD8.WAV,bird,33.0,3.0,60.0,0,44100
2997,WWF3_samples_split,5D231FD8.WAV,bird,36.0,3.0,60.0,0,44100
2985,WWF3_samples_split,5D231FD8.WAV,bird,39.0,3.0,60.0,0,44100
3097,WWF3_samples_split,5D231FD8.WAV,bird,42.0,3.0,60.0,0,44100
3014,WWF3_samples_split,5D231FD8.WAV,bird,45.0,3.0,60.0,0,44100
3165,WWF3_samples_split,5D231FD8.WAV,bird,48.0,3.0,60.0,0,44100
2773,WWF3_samples_split,5D231FD8.WAV,bird,51.0,3.0,60.0,0,44100
2753,WWF3_samples_split,5D231FD8.WAV,bird,54.0,3.0,60.0,0,44100
2782,WWF3_samples_split,5D231FD8.WAV,bird,57.0,3.0,60.0,0,44100
2851,WWF3_samples_split,5D231FD8.WAV,bird,6.0,3.0,60.0,0,44100
3168,WWF3_samples_split,5D231FD8.WAV,bird,9.0,3.0,60.0,0,44100
3178,WWF3_samples_split,5D231FD8.WAV,bird,12.0,3.0,60.0,0,44100
3025,WWF3_samples_split,5D231FD8.WAV,bird,15.0,3.0,60.0,0,44100
2813,WWF3_samples_split,5D231FD8.WAV,bird,18.0,3.0,60.0,0,44100
2842,WWF3_samples_split,5D231FD8.WAV,bird,21.0,3.0,60.0,0,44100
2787,WWF3_samples_split,5D231FD8.WAV,bird,24.0,3.0,60.0,0,44100
2876,WWF3_samples_split,5D231FD8.WAV,bird,27.0,3.0,60.0,0,44100
2945,WWF3_samples_split,5D254DA8.WAV,bird,0.0,3.0,60.0,0,44100
3164,WWF3_samples_split,5D254DA8.WAV,bird,3.0,3.0,60.0,0,44100
2788,WWF3_samples_split,5D254DA8.WAV,bird,30.0,3.0,60.0,0,44100
2942,WWF3_samples_split,5D254DA8.WAV,bird,36.0,3.0,60.0,0,44100
2764,WWF3_samples_split,5D254DA8.WAV,bird,39.0,3.0,60.0,0,44100
2866,WWF3_samples_split,5D254DA8.WAV,bird,45.0,3.0,60.0,0,44100
2868,WWF3_samples_split,5D254DA8.WAV,bird,51.0,3.0,60.0,0,44100
2833,WWF3_samples_split,5D254DA8.WAV,bird,54.0,3.0,60.0,0,44100
2832,WWF3_samples_split,5D254DA8.WAV,bird,57.0,3.0,60.0,0,44100
2821,WWF3_samples_split,5D254DA8.WAV,bird,6.0,3.0,60.0,0,44100
3004,WWF3_samples_split,5D254DA8.WAV,bird,12.0,3.0,60.0,0,44100
2996,WWF3_samples_split,5D254DA8.WAV,bird,15.0,3.0,60.0,0,44100
3170,WWF3_samples_split,5D254DA8.WAV,bird,18.0,3.0,60.0,0,44100
2928,WWF3_samples_split,5D254DA8.WAV,bird,21.0,3.0,60.0,0,44100
2965,WWF3_samples_split,5D254DA8.WAV,bird,27.0,3.0,60.0,0,44100
2886,WWF3_samples_split,5D25B4C8.WAV,bird,3.0,3.0,60.0,0,44100
3138,WWF3_samples_split,5D25B4C8.WAV,bird,33.0,3.0,60.0,0,44100
2726,WWF3_samples_split,5D25B4C8.WAV,bird,39.0,3.0,60.0,0,44100
2938,WWF3_samples_split,5D25B4C8.WAV,bird,42.0,3.0,60.0,0,44100
3015,WWF3_samples_split,5D25B4C8.WAV,bird,45.0,3.0,60.0,0,44100
2884,WWF3_samples_split,5D25B4C8.WAV,bird,48.0,3.0,60.0,0,44100
3013,WWF3_samples_split,5D25B4C8.WAV,bird,51.0,3.0,60.0,0,44100
2910,WWF3_samples_split,5D25B4C8.WAV,bird,54.0,3.0,60.0,0,44100
3117,WWF3_samples_split,5D25B4C8.WAV,bird,6.0,3.0,60.0,0,44100
3001,WWF3_samples_split,5D25B4C8.WAV,bird,12.0,3.0,60.0,0,44100
3009,WWF3_samples_split,5D2724C0.WAV,bird,0.0,3.0,60.0,0,44100
2943,WWF3_samples_split,5D2724C0.WAV,bird,30.0,3.0,60.0,0,44100
2892,WWF3_samples_split,5D2724C0.WAV,bird,33.0,3.0,60.0,0,44100
3136,WWF3_samples_split,5D2724C0.WAV,bird,39.0,3.0,60.0,0,44100
3005,WWF3_samples_split,5D2724C0.WAV,bird,42.0,3.0,60.0,0,44100
3047,WWF3_samples_split,5D2724C0.WAV,bird,48.0,3.0,60.0,0,44100
3046,WWF3_samples_split,5D2724C0.WAV,bird,51.0,3.0,60.0,0,44100
3145,WWF3_samples_split,5D2724C0.WAV,bird,9.0,3.0,60.0,0,44100
3050,WWF3_samples_split,5D2724C0.WAV,bird,12.0,3.0,60.0,0,44100
2801,WWF3_samples_split,5D2724C0.WAV,bird,15.0,3.0,60.0,0,44100
3125,WWF3_samples_split,5D2724C0.WAV,bird,21.0,3.0,60.0,0,44100
2771,WWF3_samples_split,5D2724C0.WAV,bird,24.0,3.0,60.0,0,44100
3042,WWF3_samples_split,5D273078.WAV,bird,0.0,3.0,60.0,0,44100
2978,WWF3_samples_split,5D273078.WAV,bird,42.0,3.0,60.0,0,44100
3122,WWF3_samples_split,5D273078.WAV,bird,45.0,3.0,60.0,0,44100
2819,WWF3_samples_split,5D273078.WAV,bird,54.0,3.0,60.0,0,44100
3128,WWF3_samples_split,5D273078.WAV,bird,12.0,3.0,60.0,0,44100
3147,WWF3_samples_split,5D273078.WAV,bird,15.0,3.0,60.0,0,44100
2745,WWF3_samples_split,5D273078.WAV,bird,18.0,3.0,60.0,0,44100
3126,WWF3_samples_split,5D274C98.WAV,bird,0.0,3.0,60.0,0,44100
2939,WWF3_samples_split,5D274C98.WAV,bird,3.0,3.0,60.0,0,44100
2860,WWF3_samples_split,5D274C98.WAV,bird,30.0,3.0,60.0,0,44100
3074,WWF3_samples_split,5D274C98.WAV,bird,33.0,3.0,60.0,0,44100
3133,WWF3_samples_split,5D274C98.WAV,bird,36.0,3.0,60.0,0,44100
3159,WWF3_samples_split,5D274C98.WAV,bird,39.0,3.0,60.0,0,44100
2907,WWF3_samples_split,5D274C98.WAV,bird,42.0,3.0,60.0,0,44100
3123,WWF3_samples_split,5D274C98.WAV,bird,45.0,3.0,60.0,0,44100
2711,WWF3_samples_split,5D274C98.WAV,bird,48.0,3.0,60.0,0,44100
2848,WWF3_samples_split,5D274C98.WAV,bird,51.0,3.0,60.0,0,44100
2744,WWF3_samples_split,5D274C98.WAV,bird,54.0,3.0,60.0,0,44100
2772,WWF3_samples_split,5D274C98.WAV,bird,6.0,3.0,60.0,0,44100
2976,WWF3_samples_split,5D274C98.WAV,bird,9.0,3.0,60.0,0,44100
2916,WWF3_samples_split,5D274C98.WAV,bird,12.0,3.0,60.0,0,44100
2927,WWF3_samples_split,5D274C98.WAV,bird,15.0,3.0,60.0,0,44100
3026,WWF3_samples_split,5D274C98.WAV,bird,18.0,3.0,60.0,0,44100
2871,WWF3_samples_split,5D274C98.WAV,bird,21.0,3.0,60.0,0,44100
3176,WWF3_samples_split,5D274C98.WAV,bird,24.0,3.0,60.0,0,44100
2795,WWF3_samples_split,5D2962F8.WAV,bird,0.0,3.0,60.0,0,44100
3118,WWF3_samples_split,5D2962F8.WAV,bird,3.0,3.0,60.0,0,44100
3018,WWF3_samples_split,5D2962F8.WAV,bird,30.0,3.0,60.0,0,44100
2739,WWF3_samples_split,5D2962F8.WAV,bird,33.0,3.0,60.0,0,44100
2952,WWF3_samples_split,5D2962F8.WAV,bird,36.0,3.0,60.0,0,44100
2717,WWF3_samples_split,5D2962F8.WAV,bird,39.0,3.0,60.0,0,44100
2730,WWF3_samples_split,5D2962F8.WAV,bird,42.0,3.0,60.0,0,44100
3000,WWF3_samples_split,5D2962F8.WAV,bird,45.0,3.0,60.0,0,44100
2885,WWF3_samples_split,5D2962F8.WAV,bird,48.0,3.0,60.0,0,44100
2776,WWF3_samples_split,5D2962F8.WAV,bird,51.0,3.0,60.0,0,44100
3163,WWF3_samples_split,5D2962F8.WAV,bird,57.0,3.0,60.0,0,44100
2845,WWF3_samples_split,5D2962F8.WAV,bird,6.0,3.0,60.0,0,44100
2812,WWF3_samples_split,5D2962F8.WAV,bird,9.0,3.0,60.0,0,44100
3177,WWF3_samples_split,5D2962F8.WAV,bird,12.0,3.0,60.0,0,44100
3056,WWF3_samples_split,5D2962F8.WAV,bird,15.0,3.0,60.0,0,44100
3108,WWF3_samples_split,5D2962F8.WAV,bird,18.0,3.0,60.0,0,44100
2740,WWF3_samples_split,5D2962F8.WAV,bird,21.0,3.0,60.0,0,44100
2903,WWF3_samples_split,5D2962F8.WAV,bird,24.0,3.0,60.0,0,44100
2949,WWF3_samples_split,5D2962F8.WAV,bird,27.0,3.0,60.0,0,44100
3017,WWF3_samples_split,5D2ADEA8.WAV,bird,0.0,3.0,60.0,0,44100
3081,WWF3_samples_split,5D2ADEA8.WAV,bird,30.0,3.0,60.0,0,44100
2981,WWF3_samples_split,5D2ADEA8.WAV,bird,33.0,3.0,60.0,0,44100
3120,WWF3_samples_split,5D2ADEA8.WAV,bird,36.0,3.0,60.0,0,44100
2964,WWF3_samples_split,5D2ADEA8.WAV,bird,39.0,3.0,60.0,0,44100
2758,WWF3_samples_split,5D2ADEA8.WAV,bird,42.0,3.0,60.0,0,44100
2770,WWF3_samples_split,5D2ADEA8.WAV,bird,45.0,3.0,60.0,0,44100
3091,WWF3_samples_split,5D2ADEA8.WAV,bird,48.0,3.0,60.0,0,44100
2905,WWF3_samples_split,5D2ADEA8.WAV,bird,51.0,3.0,60.0,0,44100
2838,WWF3_samples_split,5D2ADEA8.WAV,bird,54.0,3.0,60.0,0,44100
2835,WWF3_samples_split,5D2ADEA8.WAV,bird,57.0,3.0,60.0,0,44100
2802,WWF3_samples_split,5D2ADEA8.WAV,bird,9.0,3.0,60.0,0,44100
2822,WWF3_samples_split,5D2ADEA8.WAV,bird,12.0,3.0,60.0,0,44100
2878,WWF3_samples_split,5D2ADEA8.WAV,bird,15.0,3.0,60.0,0,44100
3031,WWF3_samples_split,5D2ADEA8.WAV,bird,18.0,3.0,60.0,0,44100
2980,WWF3_samples_split,5D2ADEA8.WAV,bird,21.0,3.0,60.0,0,44100
2700,WWF3_samples_split,5D2ADEA8.WAV,bird,27.0,3.0,60.0,0,44100
3012,WWF3_samples_split,5D2B5AE0.WAV,bird,42.0,3.0,60.0,0,44100
2890,WWF3_samples_split,5D2B5AE0.WAV,bird,54.0,3.0,60.0,0,44100
3061,WWF3_samples_split,5D2B5AE0.WAV,bird,6.0,3.0,60.0,0,44100
2940,WWF3_samples_split,5D2B5AE0.WAV,bird,12.0,3.0,60.0,0,44100
3142,WWF3_samples_split,5D2B5AE0.WAV,bird,15.0,3.0,60.0,0,44100
2911,WWF3_samples_split,5D2B5AE0.WAV,bird,18.0,3.0,60.0,0,44100
2960,WWF3_samples_split,5D2B5AE0.WAV,bird,24.0,3.0,60.0,0,44100
3037,WWF3_samples_split,5D2B5AE0.WAV,bird,27.0,3.0,60.0,0,44100
3086,WWF3_samples_split,5D2D3900.WAV,bird,45.0,3.0,60.0,0,44100
2875,WWF3_samples_split,5D2FD4F8.WAV,bird,36.0,3.0,60.0,0,44100
2893,WWF3_samples_split,5D2FD4F8.WAV,bird,39.0,3.0,60.0,0,44100
3172,WWF3_samples_split,5D2FD4F8.WAV,bird,45.0,3.0,60.0,0,44100
2877,WWF3_samples_split,5D2FD4F8.WAV,bird,51.0,3.0,60.0,0,44100
3154,WWF3_samples_split,5D2FD4F8.WAV,bird,6.0,3.0,60.0,0,44100
3080,WWF3_samples_split,5D2FD4F8.WAV,bird,15.0,3.0,60.0,0,44100
2967,WWF3_samples_split,5D2FD4F8.WAV,bird,21.0,3.0,60.0,0,44100
2993,WWF3_samples_split,5D2FD4F8.WAV,bird,24.0,3.0,60.0,0,44100
3094,WWF3_samples_split,5D330948.WAV,bird,0.0,3.0,60.0,0,44100
2808,WWF3_samples_split,5D330948.WAV,bird,3.0,3.0,60.0,0,44100
2966,WWF3_samples_split,5D330948.WAV,bird,30.0,3.0,60.0,0,44100
2977,WWF3_samples_split,5D330948.WAV,bird,33.0,3.0,60.0,0,44100
3069,WWF3_samples_split,5D330948.WAV,bird,36.0,3.0,60.0,0,44100
2983,WWF3_samples_split,5D330948.WAV,bird,39.0,3.0,60.0,0,44100
2854,WWF3_samples_split,5D330948.WAV,bird,42.0,3.0,60.0,0,44100
2900,WWF3_samples_split,5D330948.WAV,bird,45.0,3.0,60.0,0,44100
2931,WWF3_samples_split,5D330948.WAV,bird,48.0,3.0,60.0,0,44100
2834,WWF3_samples_split,5D330948.WAV,bird,51.0,3.0,60.0,0,44100
2841,WWF3_samples_split,5D330948.WAV,bird,54.0,3.0,60.0,0,44100
2948,WWF3_samples_split,5D330948.WAV,bird,57.0,3.0,60.0,0,44100
3131,WWF3_samples_split,5D330948.WAV,bird,6.0,3.0,60.0,0,44100
2825,WWF3_samples_split,5D330948.WAV,bird,9.0,3.0,60.0,0,44100
2761,WWF3_samples_split,5D330948.WAV,bird,12.0,3.0,60.0,0,44100
2855,WWF3_samples_split,5D330948.WAV,bird,15.0,3.0,60.0,0,44100
3072,WWF3_samples_split,5D330948.WAV,bird,18.0,3.0,60.0,0,44100
2992,WWF3_samples_split,5D330948.WAV,bird,21.0,3.0,60.0,0,44100
3029,WWF3_samples_split,5D330948.WAV,bird,24.0,3.0,60.0,0,44100
2791,WWF3_samples_split,5D330948.WAV,bird,27.0,3.0,60.0,0,44100
2556,WWF4_samples_split,5D0ED168.WAV,bird,3.0,3.0,60.0,0,44100
2376,WWF4_samples_split,5D0ED168.WAV,bird,39.0,3.0,60.0,0,44100
2460,WWF4_samples_split,5D0ED168.WAV,bird,42.0,3.0,60.0,0,44100
2640,WWF4_samples_split,5D0ED168.WAV,bird,45.0,3.0,60.0,0,44100
2685,WWF4_samples_split,5D0ED168.WAV,bird,48.0,3.0,60.0,0,44100
2258,WWF4_samples_split,5D0ED168.WAV,bird,15.0,3.0,60.0,0,44100
2494,WWF4_samples_split,5D0ED168.WAV,bird,18.0,3.0,60.0,0,44100
2684,WWF4_samples_split,5D0ED168.WAV,bird,27.0,3.0,60.0,0,44100
2589,WWF4_samples_split,5D149AA8.WAV,bird,0.0,3.0,60.0,0,44100
2671,WWF4_samples_split,5D149AA8.WAV,bird,3.0,3.0,60.0,0,44100
2564,WWF4_samples_split,5D149AA8.WAV,bird,33.0,3.0,60.0,0,44100
2624,WWF4_samples_split,5D149AA8.WAV,bird,39.0,3.0,60.0,0,44100
2614,WWF4_samples_split,5D149AA8.WAV,bird,42.0,3.0,60.0,0,44100
2581,WWF4_samples_split,5D149AA8.WAV,bird,45.0,3.0,60.0,0,44100
2679,WWF4_samples_split,5D149AA8.WAV,bird,48.0,3.0,60.0,0,44100
2461,WWF4_samples_split,5D149AA8.WAV,bird,57.0,3.0,60.0,0,44100
2412,WWF4_samples_split,5D149AA8.WAV,bird,18.0,3.0,60.0,0,44100
2456,WWF4_samples_split,5D149AA8.WAV,bird,27.0,3.0,60.0,0,44100
2517,WWF4_samples_split,5D174258.WAV,bird,0.0,3.0,60.0,0,44100
2251,WWF4_samples_split,5D174258.WAV,bird,33.0,3.0,60.0,0,44100
2553,WWF4_samples_split,5D174258.WAV,bird,36.0,3.0,60.0,0,44100
2645,WWF4_samples_split,5D174258.WAV,bird,39.0,3.0,60.0,0,44100
2586,WWF4_samples_split,5D174258.WAV,bird,42.0,3.0,60.0,0,44100
2410,WWF4_samples_split,5D174258.WAV,bird,45.0,3.0,60.0,0,44100
2341,WWF4_samples_split,5D174258.WAV,bird,48.0,3.0,60.0,0,44100
2480,WWF4_samples_split,5D174258.WAV,bird,51.0,3.0,60.0,0,44100
2552,WWF4_samples_split,5D174258.WAV,bird,57.0,3.0,60.0,0,44100
2342,WWF4_samples_split,5D174258.WAV,bird,6.0,3.0,60.0,0,44100
2429,WWF4_samples_split,5D174258.WAV,bird,15.0,3.0,60.0,0,44100
2499,WWF4_samples_split,5D174258.WAV,bird,18.0,3.0,60.0,0,44100
2511,WWF4_samples_split,5D174258.WAV,bird,21.0,3.0,60.0,0,44100
2647,WWF4_samples_split,5D174258.WAV,bird,27.0,3.0,60.0,0,44100
2386,WWF4_samples_split,5D1781A0.WAV,bird,0.0,3.0,60.0,0,44100
2449,WWF4_samples_split,5D1781A0.WAV,bird,3.0,3.0,60.0,0,44100
2266,WWF4_samples_split,5D1781A0.WAV,bird,33.0,3.0,60.0,0,44100
2484,WWF4_samples_split,5D1781A0.WAV,bird,36.0,3.0,60.0,0,44100
2518,WWF4_samples_split,5D1781A0.WAV,bird,39.0,3.0,60.0,0,44100
2427,WWF4_samples_split,5D1781A0.WAV,bird,45.0,3.0,60.0,0,44100
2259,WWF4_samples_split,5D1781A0.WAV,bird,54.0,3.0,60.0,0,44100
2666,WWF4_samples_split,5D1781A0.WAV,bird,57.0,3.0,60.0,0,44100
2681,WWF4_samples_split,5D186C00.WAV,bird,0.0,3.0,60.0,0,44100
2487,WWF4_samples_split,5D186C00.WAV,bird,3.0,3.0,60.0,0,44100
2330,WWF4_samples_split,5D186C00.WAV,bird,30.0,3.0,60.0,0,44100
2625,WWF4_samples_split,5D186C00.WAV,bird,39.0,3.0,60.0,0,44100
2620,WWF4_samples_split,5D186C00.WAV,bird,42.0,3.0,60.0,0,44100
2690,WWF4_samples_split,5D186C00.WAV,bird,48.0,3.0,60.0,0,44100
2509,WWF4_samples_split,5D186C00.WAV,bird,51.0,3.0,60.0,0,44100
2333,WWF4_samples_split,5D186C00.WAV,bird,54.0,3.0,60.0,0,44100
2635,WWF4_samples_split,5D186C00.WAV,bird,57.0,3.0,60.0,0,44100
2538,WWF4_samples_split,5D186C00.WAV,bird,6.0,3.0,60.0,0,44100
2516,WWF4_samples_split,5D186C00.WAV,bird,9.0,3.0,60.0,0,44100
2418,WWF4_samples_split,5D186C00.WAV,bird,12.0,3.0,60.0,0,44100
2507,WWF4_samples_split,5D186C00.WAV,bird,15.0,3.0,60.0,0,44100
2569,WWF4_samples_split,5D186C00.WAV,bird,18.0,3.0,60.0,0,44100
2244,WWF4_samples_split,5D186C00.WAV,bird,21.0,3.0,60.0,0,44100
2567,WWF4_samples_split,5D186C00.WAV,bird,24.0,3.0,60.0,0,44100
2303,WWF4_samples_split,5D186C00.WAV,bird,27.0,3.0,60.0,0,44100
2473,WWF4_samples_split,5D1A7B58.WAV,bird,33.0,3.0,60.0,0,44100
2373,WWF4_samples_split,5D1A7B58.WAV,bird,36.0,3.0,60.0,0,44100
2344,WWF4_samples_split,5D1A7B58.WAV,bird,42.0,3.0,60.0,0,44100
2649,WWF4_samples_split,5D1A7B58.WAV,bird,48.0,3.0,60.0,0,44100
2426,WWF4_samples_split,5D1A7B58.WAV,bird,51.0,3.0,60.0,0,44100
2673,WWF4_samples_split,5D1A7B58.WAV,bird,6.0,3.0,60.0,0,44100
2588,WWF4_samples_split,5D1A7B58.WAV,bird,12.0,3.0,60.0,0,44100
2385,WWF4_samples_split,5D1A7B58.WAV,bird,18.0,3.0,60.0,0,44100
2686,WWF4_samples_split,5D1A7B58.WAV,bird,21.0,3.0,60.0,0,44100
2421,WWF4_samples_split,5D1A7B58.WAV,bird,27.0,3.0,60.0,0,44100
2370,WWF4_samples_split,5D1B2670.WAV,bird,30.0,3.0,60.0,0,44100
2501,WWF4_samples_split,5D1B2670.WAV,bird,39.0,3.0,60.0,0,44100
2574,WWF4_samples_split,5D1B2670.WAV,bird,42.0,3.0,60.0,0,44100
2496,WWF4_samples_split,5D1B2670.WAV,bird,45.0,3.0,60.0,0,44100
2256,WWF4_samples_split,5D1B2670.WAV,bird,51.0,3.0,60.0,0,44100
2539,WWF4_samples_split,5D1B2670.WAV,bird,6.0,3.0,60.0,0,44100
2366,WWF4_samples_split,5D1B2670.WAV,bird,9.0,3.0,60.0,0,44100
2544,WWF4_samples_split,5D1B2670.WAV,bird,15.0,3.0,60.0,0,44100
2669,WWF4_samples_split,5D1B2670.WAV,bird,24.0,3.0,60.0,0,44100
2359,WWF4_samples_split,5D1B6108.WAV,bird,0.0,3.0,60.0,0,44100
2450,WWF4_samples_split,5D1B6108.WAV,bird,3.0,3.0,60.0,0,44100
2525,WWF4_samples_split,5D1B6108.WAV,bird,30.0,3.0,60.0,0,44100
2542,WWF4_samples_split,5D1B6108.WAV,bird,33.0,3.0,60.0,0,44100
2476,WWF4_samples_split,5D1B6108.WAV,bird,36.0,3.0,60.0,0,44100
2550,WWF4_samples_split,5D1B6108.WAV,bird,39.0,3.0,60.0,0,44100
2335,WWF4_samples_split,5D1B6108.WAV,bird,42.0,3.0,60.0,0,44100
2466,WWF4_samples_split,5D1B6108.WAV,bird,45.0,3.0,60.0,0,44100
2670,WWF4_samples_split,5D1B6108.WAV,bird,48.0,3.0,60.0,0,44100
2283,WWF4_samples_split,5D1B6108.WAV,bird,51.0,3.0,60.0,0,44100
2443,WWF4_samples_split,5D1B6108.WAV,bird,54.0,3.0,60.0,0,44100
2603,WWF4_samples_split,5D1B6108.WAV,bird,57.0,3.0,60.0,0,44100
2534,WWF4_samples_split,5D1B6108.WAV,bird,6.0,3.0,60.0,0,44100
2636,WWF4_samples_split,5D1B6108.WAV,bird,9.0,3.0,60.0,0,44100
2672,WWF4_samples_split,5D1B6108.WAV,bird,12.0,3.0,60.0,0,44100
2514,WWF4_samples_split,5D1B6108.WAV,bird,15.0,3.0,60.0,0,44100
2416,WWF4_samples_split,5D1B6108.WAV,bird,18.0,3.0,60.0,0,44100
2319,WWF4_samples_split,5D1B6108.WAV,bird,21.0,3.0,60.0,0,44100
2262,WWF4_samples_split,5D1B6108.WAV,bird,24.0,3.0,60.0,0,44100
2417,WWF4_samples_split,5D1B6108.WAV,bird,27.0,3.0,60.0,0,44100
2495,WWF4_samples_split,5D1F78B0.WAV,bird,0.0,3.0,60.0,0,44100
2541,WWF4_samples_split,5D1F78B0.WAV,bird,30.0,3.0,60.0,0,44100
2309,WWF4_samples_split,5D1F78B0.WAV,bird,39.0,3.0,60.0,0,44100
2608,WWF4_samples_split,5D1F78B0.WAV,bird,42.0,3.0,60.0,0,44100
2274,WWF4_samples_split,5D1F78B0.WAV,bird,57.0,3.0,60.0,0,44100
2311,WWF4_samples_split,5D1F78B0.WAV,bird,9.0,3.0,60.0,0,44100
2628,WWF4_samples_split,5D1F78B0.WAV,bird,27.0,3.0,60.0,0,44100
2438,WWF4_samples_split,5D22A3A0.WAV,bird,42.0,3.0,60.0,0,44100
2324,WWF4_samples_split,5D22A3A0.WAV,bird,48.0,3.0,60.0,0,44100
2699,WWF4_samples_split,5D22A3A0.WAV,bird,54.0,3.0,60.0,0,44100
2441,WWF4_samples_split,5D22A3A0.WAV,bird,15.0,3.0,60.0,0,44100
2276,WWF4_samples_split,5D22A3A0.WAV,bird,27.0,3.0,60.0,0,44100
2601,WWF4_samples_split,5D22AAA8.WAV,bird,54.0,3.0,60.0,0,44100
